path,status,source,reason
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/PERMISSION_MATRIX.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/QA_TEST_PLAN.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/READINESS_LEVELS.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/RELEASE_AND_ROLLBACK.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/RUNBOOK.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/SOURCE_NOTES.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/docs/THREAT_MODEL.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/agent-chain.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/connector-registry.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/eval-suite.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/observability-event.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/permission-matrix.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/release-checklist.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/schemas/token-budget.schema.json,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/scripts/README.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/scripts/check_readiness.py,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/golden-prompts/01_safe_summary.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/golden-prompts/02_permission_check.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/redteam-prompts/01_ignore_rules.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/redteam-prompts/02_secret_trap.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/redteam-prompts/03_delete_data.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/02_COPY_TO_YOUR_PROJECT_ROOT/tests/smoke-tests/MANUAL_SMOKE_TESTS.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/BEGINNER_STEP_BY_STEP_GUIDE.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/COPY_THIS_PROMPT_TO_CHATGPT.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/FILE_LIST.txt,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/HOW_TO_USE_THIS_PACK.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/JARGON_CHEAT_SHEET.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/NO_CODE_UPLOAD_GUIDE.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/README_START_HERE.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/SIMPLE_WORDS_GLOSSARY.md,Backup,original zip backup,Preserved for safety and traceability.
02_EXTRACTED_ORIGINALS_READ_ONLY/ungasis-production-readiness-pack-v1/ungasis-production-readiness-pack-v1/WHAT_IS_INSIDE.md,Backup,original zip backup,Preserved for safety and traceability.
03_MERGED_FINAL_RECOMMENDED/README.md,Active,merged/generated final,Current recommended file for repository use.
07_PRODUCTION_READINESS_SECURITY_QA.md,Active,merged/generated final,Current recommended file for repository use.
08_AGENT_EVALS_AND_RUNTIME_GOVERNANCE.md,Active,merged/generated final,Current recommended file for repository use.
09_CONNECTOR_PERMISSION_REGISTRY.md,Active,merged/generated final,Current recommended file for repository use.
10_OBSERVABILITY_AND_INCIDENT_RESPONSE.md,Active,merged/generated final,Current recommended file for repository use.
11_SCHEMA_CONTRACT_SYSTEM.md,Active,merged/generated final,Current recommended file for repository use.
12_RELEASE_AND_ROLLBACK.md,Active,merged/generated final,Current recommended file for repository use.
13_SUPPLY_CHAIN_SECURITY.md,Active,merged/generated final,Current recommended file for repository use.
AGENTS.md,Active,merged/generated final,Current recommended file for repository use.
AGENT_CONTEXT_EXCLUDE.md,Active,merged/generated final,Current recommended file for repository use.
BEGINNER_NO_CODE_GUIDE.md,Active,merged/generated final,Current recommended file for repository use.
CHANGELOG.md,Active,merged/generated final,Current recommended file for repository use.
CLAUDE.md,Active,merged/generated final,Current recommended file for repository use.
CODEOWNERS,Active,merged/generated final,Current recommended file for repository use.
CONTRIBUTING.md,Active,merged/generated final,Current recommended file for repository use.
CONVENTIONS.md,Active,merged/generated final,Current recommended file for repository use.
DO_NOT_UPLOAD_DUPLICATES.md,Active,merged/generated final,Current recommended file for repository use.
GEMINI.md,Active,merged/generated final,Current recommended file for repository use.
HOW_TO_USE_THIS_REPOSITORY.md,Active,merged/generated final,Current recommended file for repository use.
LICENSE,Active,merged/generated final,Current recommended file for repository use.
MERGED_REPOSITORY_MANIFEST.md,Active,merged/generated final,Current recommended file for repository use.
MERGE_MAP_WHAT_CHANGED.md,Active,merged/generated final,Current recommended file for repository use.
OS_UPDATE_RECOMMENDATION.md,Active,merged/generated final,Current recommended file for repository use.
PRODUCTION_READINESS_REPORT.md,Active,merged/generated final,Current recommended file for repository use.
README.md,Active,merged/generated final,Current recommended file for repository use.
README_START_HERE.md,Active,merged/generated final,Current recommended file for repository use.
RELEASE.md,Active,merged/generated final,Current recommended file for repository use.
SECURITY.md,Active,merged/generated final,Current recommended file for repository use.
SIMPLE_GLOSSARY_FEYNMAN.md,Active,merged/generated final,Current recommended file for repository use.
SOURCE_NOTES.md,Active,merged/generated final,Current recommended file for repository use.
SUPPORT.md,Active,merged/generated final,Current recommended file for repository use.
TOKEN_POLICY.md,Active,merged/generated final,Current recommended file for repository use.
VERSION_MANIFEST_PATCH.md,Active,merged/generated final,Current recommended file for repository use.
audit/FINAL_READINESS_AUDIT.md,Active,merged/generated final,Current recommended file for repository use.
audit/ZIP_BACKUP_SHA256.txt,Active,merged/generated final,Current recommended file for repository use.
config/agent-chain.yml,Active,merged/generated final,Current recommended file for repository use.
config/agent-scoring.yml,Active,merged/generated final,Current recommended file for repository use.
config/circuit-breaker.yml,Active,merged/generated final,Current recommended file for repository use.
config/connector-registry.example.yml,Example,merged/generated,"Used for learning, testing, or safe examples."
config/graceful-degradation.yml,Active,merged/generated final,Current recommended file for repository use.
config/human-approval-gates.yml,Active,merged/generated final,Current recommended file for repository use.
config/kill-switch.yml,Active,merged/generated final,Current recommended file for repository use.
config/observability-policy.yml,Active,merged/generated final,Current recommended file for repository use.
config/orchestration-policy.yml,Active,merged/generated final,Current recommended file for repository use.
config/permission-profiles.yml,Active,merged/generated final,Current recommended file for repository use.
config/progress-detection.yml,Active,merged/generated final,Current recommended file for repository use.
config/readiness-levels.yml,Active,merged/generated final,Current recommended file for repository use.
config/sequential-defaults.yml,Active,merged/generated final,Current recommended file for repository use.
config/token-budget.yml,Active,merged/generated final,Current recommended file for repository use.
docs/AI_AGENT_RUNTIME_GOVERNANCE.md,Active,merged/generated final,Current recommended file for repository use.
docs/CONNECTOR_REGISTRY.md,Active,merged/generated final,Current recommended file for repository use.
docs/DECISION_LOG.md,Active,merged/generated final,Current recommended file for repository use.
docs/EVAL_HARNESS_GUIDE.md,Active,merged/generated final,Current recommended file for repository use.
docs/HUMAN_APPROVAL_GATES.md,Active,merged/generated final,Current recommended file for repository use.
docs/INCIDENT_RESPONSE.md,Active,merged/generated final,Current recommended file for repository use.
docs/KNOWN_GAPS.md,Active,merged/generated final,Current recommended file for repository use.
docs/LEARNER_HOW_TO.md,Active,merged/generated final,Current recommended file for repository use.
docs/OBSERVABILITY_AND_LOGGING.md,Active,merged/generated final,Current recommended file for repository use.
docs/PERMISSION_MATRIX.md,Active,merged/generated final,Current recommended file for repository use.
docs/PRODUCTION_GATE_CHECKLIST.md,Active,merged/generated final,Current recommended file for repository use.
docs/QA_TEST_PLAN.md,Active,merged/generated final,Current recommended file for repository use.
docs/READINESS_LEVELS.md,Active,merged/generated final,Current recommended file for repository use.
docs/RELEASE_AND_ROLLBACK.md,Active,merged/generated final,Current recommended file for repository use.
docs/RUNBOOK.md,Active,merged/generated final,Current recommended file for repository use.
docs/SCHEMA_CONTRACT_SYSTEM.md,Active,merged/generated final,Current recommended file for repository use.
docs/SOURCE_NOTES.md,Active,merged/generated final,Current recommended file for repository use.
docs/SUPPLY_CHAIN_SECURITY.md,Active,merged/generated final,Current recommended file for repository use.
docs/THREAT_MODEL.md,Active,merged/generated final,Current recommended file for repository use.
docs/orchestration/FAILURE_TAXONOMY.md,Backup,original merged material,Original document preserved after merge.
docs/orchestration/ORCHESTRATION_ARCHITECTURE.md,Backup,original merged material,Original document preserved after merge.
docs/orchestration/SECURITY_AND_POLICY.md,Backup,original merged material,Original document preserved after merge.
docs/orchestration/SEQUENTIAL_HANDOFF_WORKFLOW.md,Backup,original merged material,Original document preserved after merge.
docs/orchestration/UPGRADE_PATHS.md,Backup,original merged material,Original document preserved after merge.
docs/production-readiness/LICENSE_TEMPLATE.original.txt,Backup,original merged material,Original document preserved after merge.
docs/production-readiness/README.original.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/ARCHITECTURE_MAP.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/CONTEXT_BUDGET.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/DECISIONS.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/GOTCHAS.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/GRAPH_MEMORY_OPTION.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/MODEL_ROUTING.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/PROJECT_BRIEF.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/PROJECT_MEMORY.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/RESEARCH_PROTOCOL.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/SESSION_SUMMARY.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/SUBAGENT_PROTOCOL.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/TASK_HANDOFF.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/TEST_COMMANDS.md,Backup,original merged material,Original document preserved after merge.
docs/token-efficiency/TOKEN_LOG.md,Backup,original merged material,Original document preserved after merge.
logs/agent-events.jsonl,Active,merged/generated final,Current recommended file for repository use.
logs/examples/agent-event.example.json,Example,merged/generated,"Used for learning, testing, or safe examples."
mcp/MCP_SAFETY.md,Active,merged/generated final,Current recommended file for repository use.
mcp/mcp-config-template.json,Active,merged/generated final,Current recommended file for repository use.
memory/orchestration/AGENT_RUN_LOG.md,Active,merged/generated final,Current recommended file for repository use.
memory/orchestration/DECISIONS.md,Active,merged/generated final,Current recommended file for repository use.
memory/orchestration/GOTCHAS.md,Active,merged/generated final,Current recommended file for repository use.
memory/orchestration/PROJECT_MEMORY.md,Active,merged/generated final,Current recommended file for repository use.
memory/orchestration/checkpoints/.gitkeep,Active,merged/generated final,Current recommended file for repository use.
orchestrators/langgraph_sequential.py,Active,merged/generated final,Current recommended file for repository use.
prompts/browser-lead-orchestrator-prompt.md,Active,merged/generated final,Current recommended file for repository use.
prompts/builder-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
prompts/copilot-cloud-agent-task-prompt.md,Active,merged/generated final,Current recommended file for repository use.
prompts/debugger-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
prompts/docs-memory-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
prompts/fresh-context-review-prompt.md,Active,merged/generated final,Current recommended file for repository use.
prompts/m365-requirements-to-github-issues-prompt.md,Active,merged/generated final,Current recommended file for repository use.
prompts/planner-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
prompts/reviewer-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
prompts/test-agent-sequential.md,Active,merged/generated final,Current recommended file for repository use.
runtime/safe_dry_run_orchestrator.py,Active,merged/generated final,Current recommended file for repository use.
schemas/agent-chain.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/connector-registry.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/eval-suite.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/human-approval-gates.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/observability-event.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/observability-policy.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/permission-matrix.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/permission-profiles.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/readiness-levels.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/release-checklist.schema.json,Active,merged/generated final,Current recommended file for repository use.
schemas/token-budget.schema.json,Active,merged/generated final,Current recommended file for repository use.
scripts/README.md,Active,merged/generated final,Current recommended file for repository use.
scripts/check_readiness.py,Active,merged/generated final,Current recommended file for repository use.
scripts/final_readiness_audit.py,Active,merged/generated final,Current recommended file for repository use.
scripts/orchestration/create-agent-worktrees.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/orchestration/create-sequential-issue.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/orchestration/init-labels.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/orchestration/verify-kit.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/run_all_checks.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/token-efficiency/verify-token-kit.sh,Active,merged/generated final,Current recommended file for repository use.
scripts/validate_repo.py,Active,merged/generated final,Current recommended file for repository use.
templates/orchestration/agent-run-scorecard.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/agent-state-template.yml,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/checkpoint.yml,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/cost-log.yml,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/debug-escalation-report.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/definition-of-done.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/file-ownership-map.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/handoff-packet.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/incident-report.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/merge-checklist.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/retry-policy.yml,Template,merged kits,Reusable starter content. Fill before production use.
templates/orchestration/sequential-issue-template.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/bugfix-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/compaction-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/fresh-chat-starter.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/handoff-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/refactor-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/research-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/review-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
templates/token-efficiency/task-prompt.md,Template,merged kits,Reusable starter content. Fill before production use.
tests/golden-prompts/01_prompt_review_default.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/golden-prompts/01_safe_summary.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/golden-prompts/02_permission_check.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/redteam-prompts/01_ignore_rules.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/redteam-prompts/02_secret_trap.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/redteam-prompts/03_delete_data.md,Example,merged/generated,"Used for learning, testing, or safe examples."
tests/smoke-tests/MANUAL_SMOKE_TESTS.md,Example,merged/generated,"Used for learning, testing, or safe examples."
token-efficiency-protocol-v4.md,Active,merged/generated final,Current recommended file for repository use.
tests/agent-permissions/permission-boundary-tests.yml,Example,generated,Agent permission test file added
templates/task-prompt.md,Template,token-efficiency-agent-os-v4,Required by token verifier
templates/fresh-chat-starter.md,Template,token-efficiency-agent-os-v4,Required by token verifier
docs/PROJECT_BRIEF.md,Active,token-efficiency-agent-os-v4,Required by token verifier
docs/PROJECT_MEMORY.md,Active,token-efficiency-agent-os-v4,Required by token verifier
docs/TEST_COMMANDS.md,Active,token-efficiency-agent-os-v4,Required by token verifier
docs/TASK_HANDOFF.md,Active,token-efficiency-agent-os-v4,Required by token verifier
docs/DECISIONS.md,Active,token-efficiency-agent-os-v4,Required by token verifier
memory/PROJECT_MEMORY.md,Active,multi-agent-orchestration-kit-v4,Required by multi-agent verifier
memory/DECISIONS.md,Active,multi-agent-orchestration-kit-v4,Required by multi-agent verifier
memory/GOTCHAS.md,Active,multi-agent-orchestration-kit-v4,Required by multi-agent verifier
memory/AGENT_RUN_LOG.md,Active,multi-agent-orchestration-kit-v4,Required by multi-agent verifier
TASK_BOARD.md,active,TASK_BOARD.md upload,Expanded active task board; raw preserved.
SHARED_STATE_PROTOCOL.md,active,SHARED_STATE_PROTOCOL.md upload,Expanded active shared-state protocol; raw preserved.
CROSS_REFERENCE_BRIDGE.md,active,CROSS_REFERENCE_BRIDGE.md upload,Expanded beginner file map; raw preserved.
MODEL_ROUTING_v4.1.md,active,MODEL_ROUTING_v4.1.md upload,Expanded model routing guidance; raw preserved.
.cursor/rules/token_efficiency.mdc,active,cursor_rules_token_efficiency.mdc upload,Exact active copy for Cursor rules.
mcp/mcp-config.safe.example.json,template,mcp-config.json upload,Safe example using environment variable placeholders; raw preserved.
config/model-routing.yml,active,v3 merge,Machine-readable model routing config.
config/shared-state-protocol.yml,active,v3 merge,Machine-readable shared state config.
config/cross-reference-bridge.yml,active,v3 merge,Machine-readable cross-reference map.
config/mcp-pruning-rules.yml,active,v3 merge,MCP least-privilege tool pruning rules.
ungasis-core/,active,UNGASIS project knowledge files,Core knowledge copied into active project folder; raw also preserved.
00_LOSSLESS_ARCHIVE_READ_ONLY/,backup,all inputs,Read-only raw backup archive.
